web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1562682104-725","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","David Pearlman","A segment killer. Hands down, the best full-featured smartphone you can get in its price range.","June 27, 2019","OK, this is gonna be the easiest phone review I've ever written:

With the Pixel 3a, Google has redefined the mid-line smartphone. While there are somewhat better phones available for much more money, and worse phones available considerably cheaper, this is a smartphone that will satisfy the vast majority of users, available at about 2/3 to 1/2 the price of anything even remotely worth considering as an upgrade.

Usually I save the punchline for the end, after a long look at features and quality. But in this case, I wanted to lead with conclusion, because it's just so obvious.

There have been about a billion articles written that list the basic specs of this phone, so I'm not going to repeat those here. But I will summarize just what makes this phone so appealing.

I have also attached some photos to put a point on some of my comments. In particular see the comparisons of how the camera on this phone does in difficult low light ""dusk"" conditions. It blows away the comparison cameras on phones like the iPhone 8 and Motorola's previous flagship the Z2 Force. (And new flagships aren't that much better).

Let me start by saying that what people want in a smartphone, no matter what nonsense the hardware manufacturers are trying to sell, are the following:

A) Good phone reception
B) Full support of the major carriers
C) Fluid experience (apps open quickly, run properly, no unnecessary heavy OS tweaks or bloatware)
D) Sufficient integrated flash storage
E) A good camera
F) A screen that's ""big enough"" and that looks good

That's it. Sure, there are niceties like a fingerprint reader, waterproofing, memory expansion, and whatever they're hyping this year, but if you meet A-F, you have phone you'll be happy to use.

The Pixel 3a meets all of the A-F criteria. In a head-to-head with a thousand dollar iPhone or Samsung phone would it win? No. But as Voltaire said ""don't let the best be the enemy of the good."" Especially if that money is coming out of your pocket.

Running down the specifics:

A) Phone Reception. The Pixel 3a gets good phone reception. In the era of Smartphones, that often gets overlooked. I've had expensive feature-laden smartphones that could barely maintain a signal once you left good signal areas. The Pixel holds its own. Is it as good as my Motorola Z2 Force (Motorola is known for particularly good reception)? No, not quite. But the difference is small enough to not worry about.

B) Full support of the major carriers. One thing that's really nice about the Pixel 3a is that it works PROPERLY with all the carriers. A lot of ""unlocked"" phones will work with the various carriers, but will fail to set up properly to run the proprietary apps that belong to the carrier. For example, I have had numerous unlocked phones that did not correctly set up with a T-Mobile SIM (my carrier) to support their voLTE (phone+data) or voice messaging services. The Pixel 3a just...works...Put in your carrier's SIM card and it sets up the necessary functionality for your carrier (at least in the USA).

C) Fluid Experience. Yup, it's plenty fluid. A lot of people have bemoaned that this phone is based on the Snapdragon 670 processor, rather than the Snapdragon 8x5 series processors found in flagship phones like the big brother Pixel, the Samsung S10 and so on. But a lot of that is ignorant processor envy. The reality is that in day-to-day operation, the 670 offers performance that would be difficult to differentiate from the 8x5 series. Sure, if you run synthetic benchmarks, the 8x5 looks better. But if you are the typical user who uses your Smartphone for email, surfing, maps and the occasional game, you are not going to know the difference--especially since Google has done an outstanding job of tuning the Android backend to maximize performance with the 670.

D) Sufficient integrated storage. Yup. You get 64Gb of storage. That's not enough to set the world on fire these days (flagships mostly start at 128Gb). But it's enough to store just about everything and anything you should be storing on your phone. If you are the kind of person whose phone is running out of space because of too many pictures and videos, look into Google Photos, where you can upload your photos for free and get them off your phone.

E) A good camera. Yes!!!! Not only a good camera, but within a hair's breath of the very best camera you can get on a smartphone. The very best camera award currently belongs to the big brother Pixel 3, which has a second lens for some special effects, and a Pixel Visual Core co-processor which means that photos process a little more quickly. But in terms of just quality, the Pixel 3a has as good a camera as ANYONE, and a MUCH better camera than most, including the flagships from brands not named Samsung or iPhone. It's also arguably better than their flagship cameras, although it's not worth going down that rabbit hole right now. What makes it so good? OIS (optical image stabilization) that really works. Accurate colors. Low light performance (in something Google calls ""NightSight mode"") that is nothing short of amazing. (See the pictures I've attached for proof). This is the first time in smartphone history that a camera that could legitimately be called best appears on a mid-line smartphone. That's amazing.

F) Big enough screen. Good enough screen. I'll start with good enough. The screen is bright and readable even in sunlight. It has 2220x1080 resolution, which is not the best of any smartphone, but it's very good, especially given the moderate screen size of 5.6"". No one who isn't into specs or very very niche apps will be unhappy with the resolution. Is it big enough? Well, that's gonna come down to taste. What I can say is that this is a perfect size for one-handed operation. If you are one of a very large number of people who bemoan the days when you could actually operate your smartphone with one hand, the size of this phone is probably your sweet spot--at least of the currently supported sizes among leading Android manufacturers. If, on the other hand, you're a more-is-more person who wants as much on the screen as possible, then you may be better suited to the Pixel 3a XL (exact same as this phone, except a bigger 6.0"" screen), or the Pixel 3 XL (6.3"") or maybe one of those ""what the heck is that tablet you have on your ear"" things from Samsung. But for the vast majority of people, the size of this phone is going to be quite satisfactory.

-------------------------------------------------------------------------------------------------------------------------------------
So this phone hits all the important high points. But, wait, there's more:

A fingerprint reader (located in the center of the back) that is very responsive and accurate.

A headphone jack (!!!) Yes! They brought the headphone jack. Why they ever got rid of it is a mystery of ""hey Apple did it maybe we should too"" proportions. Since 3a seems to be the ""people's Pixel"" it makes sense they'd bring back the jack. That means you can use your old wired headphones, if you didn't already shift to Bluetooth. And if you shifted to Bluetooth, this phone can work with those, too. Options...what a concept.

4Gb RAM. One way a lot of phone manufacturers cheap out on their mid and low line phones is by providing less than 4Gb of RAM. 4Gb RAM is the sweet spot for Android. You don't really need any more. But if you have less, you can find your phone bogged down when you have multiple apps open. So it's nice that the Pixel 3a has a flagship-worthy 4Gb.

The battery is 3000 mAh, which a few years ago would have been jaw-droppingly great, but is 15-25% less than some of today's flagships. That said, because the screen is smaller and the 670 processor is less power hungry, you actually get good life out of that battery. I am pretty hard on my phone, and tend to get a day out of a full charge, although by the end of the day I'm in that stressful < 20% range. I did a power consumption when just sitting around test, shown in the pictures. I got about 64 hours of use out of it in that case before it hit 10% and went into deep battery saving mode. That's not bad at all.

Supports fast charging. I was able to fully charge the battery from 10% back to 100% in a little over 1.5 hours of fast charging. If you just need a top off, you can get a double digit increase in the charge with just 15 minutes. (The last bit of charge to 100% is always the hardest/slowest).

Little niceties like squeezing the sides of the phone to open Google Assistant, and double tapping the screen to unlock it.
-------------------------------------------------------------------------------------------------------------------------------------

OK, so at this point you may be wondering what are the downsides of this phone? You've got a grand burning a hole in your pocket? Can't I provide some reasons to waste it on a double priced flagship?

Well, here are the downsides:

This Pixel 3a does not support wireless charging. This is a drag. I love wireless charging: I set my phone on a wireless charging stand next to the bed and in the morning it's fully charged. I'm sad they didn't include wireless charging here.

The Pixel 3a is not waterproof or certified water resistant. If you are the type of person prone to dropping their phone in the toilet or the pool, this may not be the phone for you. I am not that kind of person, so that's OK with me.

There's no memory expansion. You get your 64Gb and that's it. There's no memory slot to expand the memory. I don't think this is a deal killer unless you keep your entire song library or movie collection on your phone. But it's worth noting.

The phone is made of plastic. It looks pretty, but it's plastic. Upside: It won't break like a glass case. Downside: It's plastic. Somewhere, sea life just shed a tear. But once you put a case on it (and who doesn't use a case?) what difference does it make? It's like all the nonsense about whose phone is 0.001 mm thinner. Who cares? The case makes that irrelevant.

The phone has only 1 front facing speaker. That means mono. But before you boo-hoo, when is the last time you got the sense of great stereo separation from your flagship phone with stereo speakers? Maybe never? The speaker on the 3a is plenty loud and to me that's far more important than whether I might every be able to hear a stereo signal from it's (like all other smartphones) tinny speaker.

-------------------------------------------------------------------------------------------------------------------------------------

To summarize, there is a lot to like, some to love, and precious little to bemoan about the Pixel 3a (for me, probably the biggest moan point is the lack of wireless charging). A phone like this would have been a flagship a few years ago. Now it is within shouting distance of the relevant feature set of this year's flagships. And it has a better camera than almost all of them.

If you really want to save money, and you're willing to give up important features and experience, then you should look at the low end Motorola phones, which offer real value in that segment. If you have double the money the Pixel 3a costs and you just have a burning desire to throw sense out the window (or you really have to have a bigger screen), then look at Pixel 3 or the Samsung flagships or (if you must) the iPhone flagships.

For everyone else, the Pixel 3a is where it's at.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1562682009-627","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","UpState NYer","Good bang for the buck","June 17, 2019","This is the economy version of Google Pixel 3. I have had it about two week. It is a good phone. My apps and everything slid right over from my old phone.  Battery life could be better, I may need to review what apps are draining the battery. It's weird the way your contact list and a person's phone number show up twice. It takes phenomenal pictures. The speakers are LOUD.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1562682093-707","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Parul G","Can't beat the price point","July 7, 2019","At $399 plus tax, it cant get better for those who desire a quality phone, without having to cough up more that 1000 bucks on a iphone or high end Samsung devices.
I have also used a Pixel 3 quite extensively and I was expecting the Pixel 3a to feel a lot cheaper and plasticky. But I was pleasantly surprised to see good build quality and the materials feel as if they belong on a more expensive phone. Camera quality is great and Google has made it clear that they will prioritize software over hardware, as far as camera is concerned, to deliver good quality. Photos taken in poorer light conditions are way better than what my iphone X manages to capture.
Google assistant is easy to use on this device and with Google investing more and more resources in improving the assistant, things will only get better.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1562682002-610","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Catherine","Say Goodbye to overpriced phones","June 2, 2019","The Google Pixel 3a is not what I was expecting but in the very best way! I have used iPhones for a number of years. However when I recently wanted to upgrade my phone the iPhones on the market we're way out of my price range and I honestly didn't want to sign up for a plan having a monthly payment. I looked into many phones and decided on the Google Pixel 3a. I was surprised how it came with a transfer cable so I didn't loose any of my pictures or music from my old phon. How majority of the apps I had were added as well and all I had to do was sign in again. The camera works amazingly and I no longer have to worry about running out of room for my memories. While the layout and some of the applications are a bit different, I am now a convert! Goodbye Apple, Hello Google!","5.0 out of 5 stars","",""
"1562682009-631","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Steve C","More for your money","June 19, 2019","This phone is great, no complaints. The camera is unbelievable and the night vision pictures are really nice. Runs pure android as you would expect from a Google branded phone. There are plenty of reviews on this phone on the internet, so I won't get into super detail, but you can't go wrong with this phone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1562682076-701","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","mcmanus","Very Satisfied","June 16, 2019","Would I rate the 3a 5 stars if it was 1000 dollars? Probably not. At 400 dollars though, it's probably worth 6 stars!  I'm upgrading from a pixel 1, which I still enjoyed, but I travel for work and the battery was depleting so quickly during the day that it became a forcing function.  Screen - terrific. Battery - decent. Software - seamless and intuitive.  Performance-  snappy. Camera - magic.  Superlative images.  The fact that it is plastic isn't an issue whatsoever, given that I put all my phones in ruggedized cases.  All in all, I don't feel I sacrificed anything meaningful.  While this phone feels like an evolution - not a revolution  - from my Pixel 1, it is so well conceived and functions so well, I have 0 complaints. Nicely done Google.  Highly recommend.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1562682109-736","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","M. Thaler","Screen is superb. Fast. Some missing functions.","June 26, 2019","Recent previous phones were the high end LG G4,then LG G6.
I only gave this four stars, for now, because of a couple oddities. I have only had this for two days.
1. Unlike virtually every other phone, there is no way to set up speed dial numbers on the keypad. You can set up your contact list to put favorites on top. Also create widgets that when you press on them dial the number that is programmed with that particular widget.
2. I could find no detailed manual that describes many of the capabilities and how to set them up.
3. There is no way to set up the phone to answer automatically after a particular number of rings. You have to physically touch the phone to answer. For those of us who wear Bluetooth headsets, and especially hearing aids with Bluetooth, this is a great feature. I just discovered that I can take calls by simply pressing on the Bluetooth.
4. There does not seem to be any way to adjust the sensitivity when touching the screen. I bought their screen protector which seems to be glass rather than a plastic film. I wonder if that is affecting the sensitivity of the screen?
5. As others mentioned camera and sound quality of our supper.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1562682093-709","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mauricio Aguiar","800+ dollars camera","June 7, 2019","I'm so happy to have the best camera on the market for only $ 400, and it's also the best operating system I've used so far on an Android. Everything is so clean","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1562682005-619","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Arlene McClung","Google - Pixel 3a XL with 64GB Memory Cell Phone (Unlocked) - Just Black","June 5, 2019","The life of the battery is longer than my old phone - very noticeably longer.  I hated spending as much money as I did, but I do love it.  My carrier was able to move 90% of my applications over and I am able to check my Ring doorbell now, instead of my old phone freezing up.  The photo quality is fabulous - quite incredible.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1562682005-615","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","P. Larsen","So far so good - but I wonder for how long","June 21, 2019","My old Pixel1 died - or rather the battery did, and well you cannot replace it without spending ""half a phone"" on it.  I don't think any phone is worth $1000+ so I was happy that Google offered the 3a which has plenty of capacity for what I use my phone for for a reasonable price.  I went from having 15-30 minutes of phone time on a full charge to days.

The process of copying data over failed because the old phone could not keep a charge long enough for the process to complete. With the help of Google support, I did a phone restore from the cloud instead, but this does not include _all_ data/apps. So the process of migrating from old to new phone, even within Google's own systems, was far from optimal and successful. Google support was very helpful of at least getting an operational phone with 85-90% of all features installed.

You just need patience - every app have to be downloaded, you have to re-authorize/authenticate everything - and if you like me use apps for OTP, you'll have to create all new keys.

Feature wise I like the XL size better then the original size. The ""press for google assistant"" sucks and will soon be disabled. I love the finger-print authentication, I used that a lot on Pixel1 too and it's still easy to use. Camera works, even thought he google app for taking photos is getting worse.

The driving-mode feature sorta worked on the old Pixel, but it's like it has all new life on Pixel3a. The only problem is that it's over aggressive. Sitting on a plane I had to constantly turn it off as we taxied to take off (airplane mode does not disable GPS). But in my car it's GREAT - I start playing podcasts, set my destination and as I drive out the garage the drive-app activates and now incoming calls are ""restricted"" and full hands-free works great. The old pixel, this was all a manual process - and it would get confused at times and refuse to stop podcasts when calls came in.

Given my experience with the pixel1 I'm unsure of the longevity of this phone. It has the same design fault not giving you access to the battery without a lot of special tools or spending quite a lot of money to have someone else do it. The next battery failure will be the last one for Pixel - at least for me.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1562682109-739","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Review702","Save your money","June 16, 2019","The quality of the phone itself isn't that good quality, the design is outdated by 3 years. The specs are slower than last year's flagships that are now cheaper than the 3A. Save your money, get another phone.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1562682022-661","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kimberly Slonaker","Really happy with this phone","May 17, 2019","I made the switch from a Pixel 2 to this device. I love the battery life. I'm no longer concerned my phone will die during the day. The camera is great. Portrait mode is perfect for taking pictures of my young son. iIme lapse has created some hilarious videos as well (pro tip: record your kiddo eating and it is hilarious). Ya'll are getting ripped off if you are spending more on a phone cause this meets all my needs.

Full Disclosure: I purchased from Google Store because Amazon wasn't selling these on the day they got announced.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1562682013-643","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ruben Naranjo","Exactly what I wanted, amazing phone, especially camera","June 11, 2019","I wouldn't hesitate on getting it especially if you haven't upgraded in 2years+","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1562682017-652","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Songz","Exactly what I was looking for.. The perfect phone","June 18, 2019","If you’re looking for a compact phone, with simple UI, great camera, nice sounding speakers, 3.5mm headphone jack in 201... Look no further.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1562682002-604","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ian Lucas","The perfect phone for 99% of people","May 16, 2019","Want the best camera? Want a great looking screen? Want amazing battery life? Want great simple software? Yes exactly, that's why this phone is great for 99% of people. Now if all you care about is specs, just walk away, it's not a flagship, but you won't notice unless you're reading a specs sheet. If your just a regular phone user, takes some photos, watches some videos, strolls through social media pages, and does some emails and web browsing, this is the phone for you, save your money. Some more pros, Google photos back up is unlimited, 3 times the amount of cloud storage for free as apple, and they keep pictures completely separate. If you use any type of voice assistant, you'll love having a Google phone for the best assistant experience. Lots of Pixel only features, screen calling in the US is an amazing benifit. Also, if you want to switch from Apple, this is the phone to try it with.","5.0 out of 5 stars","",""
"1562682104-727","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nomadic","A Solid Value","May 26, 2019","-Pros-

-Pure Android
-Great Battery Life
-Clean design; no goofy edges or notches, no giant chin
-Great performance

-Cons-

-Weak speakers

I was in the market for an efficient, well-designed, pure Android phone without a lot of gee-whiz bells and whistles, and I found exactly what I was looking for with the Pixel 3a XL. It has great performance, at least compared to my previous phone, the galaxy S7 edge, and plenty of storage for my needs at 64 GB. The only real drawback that I've encountered so far is the speakers. The sound is pretty weak, but you can't have everything at this price. I'm more than happy, and I'm very glad to say goodbye to my galaxy.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1562682041-675","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mook","A New and Dynamic Perspective!","May 16, 2019","Amazon's best phone is made by Google!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1562682026-670","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Yoo Byung Wook","good phone.","July 4, 2019","good","4.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1562682104-724","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Maddenlover","Good phone","June 26, 2019","Pixel 3a is a good phone that is worth the money value.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1562682041-677","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","jack","Google OS. Crisp. Fast. No thrill.","June 17, 2019","I'm not one of those phone fanatics always getting the latest and greatest flagship phone. In fact, I was using my HTC M8 until recently which was 4+ yrs old. I had to replace the HTC battery twice and the micro usb port like 3 times. It was just time to let it go. Even to the very end I was able to play mobile games like Marvel Future Fight on a 4 yr old phone.

Now when it comes to getting a new phone I wanted a vanilla phone like the Android Ones or the Pixel line due to the fact that manufacturers of phones are notoriously slow in updating their phones which poses security and vulnerability issues.  Not google Pixel. Updates are pushed when it's officially release.

So Pixel was my choice after review different options. Not only was the Pixel 3a and 3a XL perfectly time for me it wasn't going to rob me blind.

What I like:
-Superb camera taking
-Finger security is awesomely convenient
-Snappy
-Android Updates
-Battery life is long!
-USB C (must have USBC 18w chargers to optimize charging speed)

Not so awesome:
-Bland design
-Not edge to edge with notch display but for the prize that's expected
-Buying USB C wall and car chargers to utilize fast charging","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1562682093-704","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ruben Rodriguez","Best mid-range phone the market today!","June 29, 2019","This is a great phone for the money!  The OLED screen looks great and is plenty bright, the phone seems fast even though the processor is mid-level speed, and it is unlocked so will work with any carrier - in short, a great value for someone that doesn't want to spend north of $800 for a fancy phone!  The camera is superb - on a par with much more expensive phones!  It doesn't have the usually installed bloatware found on most other phones (even NO facebook, yay!), but there is a lot of Google software that you will want to review before using.  Be careful with giving the Google apps permissions if you have security/privacy concerns - true on any phone.  Though the phone is constructed with polycarbonate materials, not glass or metal, it still feels great in my hand with a good solid feel to its construction.  Finally, the pure Google Pie operating system is a joy to use!  There are many other features that work well on this device, but I would run very long on this review - check out the mostly positive reviews on the web for more info.  Did I mention I love this phone?","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1562682013-642","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kendra Barber","Great phone","June 17, 2019","This phone is amazing. Sure there are better phones out there but for 400 this is a steal. Camera is amazing, battery is good, and the operating system is sleek. Love it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1562682062-684","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Baonum","Nice looking phone but ...","July 2, 2019","I bought this phone from other vendor.  It look nice and slick. It's faster than my Nexus old 5X.  I dropped my 5X many times, and it still works.  I'm afraid to drop this phone.  Pixel 3a is not water resistant at all.  So be very careful.  Got my wet and it's stop working.  Any water damage is not cover by warranty.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1562682022-657","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Has headphone jack.","June 22, 2019","It a hell of a bang for your buck.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/product-reviews/B07R7DY911/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
